alert_id,transaction_id,customer_id,transaction_time,channel,amount,country,merchant_category,fraud_risk_score,risk_level,detected_pattern,device_id,counterparty_id,disposition
FRD01256,TX321849,CUST20322,2026-06-22 02:27:00,Card,568.89,United States,Gaming,74,High,Velocity Spike,DEV4856,CP12937,Escalated
FRD01257,TX321852,CUST20143,2026-06-22 12:33:00,ACH,601.87,Brazil,Luxury,72,High,Velocity Spike,DEV7527,CP13426,Confirmed Fraud
FRD01258,TX321884,CUST20261,2026-03-20 11:42:00,P2P,582.24,Mexico,Electronics,80,Critical,Account Takeover,DEV3416,CP13036,Escalated
FRD01259,TX321891,CUST20383,2026-01-03 21:43:00,Card,14204.05,United States,Luxury,100,Critical,Unusual Amount,DEV7066,CP10736,Escalated
FRD01260,TX321910,CUST20178,2026-06-29 06:46:00,Card,4833.09,United Kingdom,Gaming,70,High,Velocity Spike,DEV6737,CP10621,Escalated
FRD01261,TX321911,CUST20694,2026-06-02 08:12:00,P2P,22672.31,United States,Travel,100,Critical,Unusual Amount,DEV4306,CP10461,Pending
FRD01262,TX321922,CUST20186,2026-03-17 03:32:00,ACH,3214.61,United States,Services,77,High,Velocity Spike,DEV4771,CP14941,Pending
FRD01263,TX321930,CUST20668,2026-07-17 19:44:00,Card,18378.92,Brazil,Fuel,66,High,Unusual Amount,DEV4392,CP13837,Escalated
FRD01264,TX321936,CUST20384,2026-05-23 12:52:00,ACH,9641.07,Brazil,Luxury,63,High,Unusual Amount,DEV6226,CP10257,Pending
FRD01265,TX321939,CUST20273,2026-01-17 06:55:00,ATM,80764.52,United States,Grocery,96,Critical,Unusual Amount,DEV3839,CP15892,Pending
FRD01266,TX321940,CUST20593,2026-06-30 15:33:00,Check,179049.11,India,Services,100,Critical,Unusual Amount,DEV7784,CP10457,False Positive
FRD01267,TX321966,CUST20738,2026-04-19 16:19:00,ACH,1348.54,Nigeria,Travel,60,High,Geo Anomaly,DEV5486,CP15935,Confirmed Fraud
FRD01268,TX322007,CUST20306,2026-06-04 08:28:00,P2P,538.52,United States,Gaming,61,High,Velocity Spike,DEV4876,CP10628,False Positive
FRD01269,TX322054,CUST20133,2026-02-27 12:12:00,P2P,1882.74,Canada,Electronics,81,Critical,Account Takeover,DEV7146,CP14247,Pending
FRD01270,TX322060,CUST20418,2026-03-01 13:02:00,ACH,18071.0,Brazil,Fuel,97,Critical,Unusual Amount,DEV4536,CP13633,False Positive
FRD01271,TX322085,CUST20527,2026-06-15 17:57:00,Wire,6641.41,United States,Grocery,67,High,Unusual Amount,DEV5777,CP15108,False Positive
FRD01272,TX322087,CUST20648,2026-06-09 15:10:00,Check,5787.96,United States,Services,70,High,Unusual Amount,DEV3439,CP15038,Pending
FRD01273,TX322106,CUST20068,2026-01-27 22:25:00,Check,14817.6,Turkey,Grocery,70,High,Unusual Amount,DEV1856,CP15430,Escalated
FRD01274,TX322129,CUST20265,2026-09-09 20:09:00,Card,5714.49,Mexico,Electronics,66,High,Unusual Amount,DEV1735,CP15418,Pending
FRD01275,TX322140,CUST20502,2026-05-30 15:31:00,Card,14630.05,United Arab Emirates,Crypto Exchange,96,Critical,Geo Anomaly,DEV2445,CP11925,Confirmed Fraud
FRD01276,TX322184,CUST20061,2026-01-15 16:50:00,Check,7052.95,United States,Travel,68,High,Unusual Amount,DEV6950,CP15351,Escalated
FRD01277,TX322210,CUST20478,2026-06-03 05:27:00,Cash Deposit,7952.51,Canada,Gaming,76,High,Unusual Amount,DEV6359,CP14319,False Positive
FRD01278,TX322257,CUST20181,2026-08-20 18:06:00,ACH,2395.26,Nigeria,Grocery,78,High,Rapid Fund Movement,DEV6911,CP10982,False Positive
FRD01279,TX322315,CUST20275,2026-03-21 21:44:00,Card,3401.63,United States,Electronics,60,High,Repeated Counterparty,DEV5770,CP99999,Pending
FRD01280,TX322345,CUST20144,2026-07-03 20:12:00,Card,513.98,India,Crypto Exchange,60,High,Repeated Counterparty,DEV3861,CP99999,Confirmed Fraud
FRD01281,TX322346,CUST20298,2026-03-25 13:40:00,Card,3593.84,Turkey,Gaming,92,Critical,Geo Anomaly,DEV2063,CP13347,Confirmed Fraud
FRD01282,TX322361,CUST20216,2026-03-13 20:23:00,Cash Deposit,3845.27,Turkey,Luxury,73,High,Unusual Amount,DEV3862,CP10931,Confirmed Fraud
FRD01283,TX322372,CUST20132,2026-09-06 04:40:00,P2P,149.1,United States,Fuel,69,High,Account Takeover,DEV6656,CP15350,Confirmed Fraud
FRD01284,TX322379,CUST20437,2026-07-07 16:48:00,Wire,27336.3,United States,Fuel,64,High,Unusual Amount,DEV6343,CP13301,Pending
FRD01285,TX322399,CUST20326,2026-07-10 11:25:00,Card,5068.46,Mexico,Travel,67,High,Unusual Amount,DEV1140,CP12527,Pending
FRD01286,TX322404,CUST20326,2026-03-08 16:29:00,Card,6074.23,Canada,Crypto Exchange,66,High,Unusual Amount,DEV5750,CP11495,Pending
FRD01287,TX322409,CUST20736,2026-08-06 07:50:00,P2P,7336.56,United Kingdom,Electronics,65,High,Unusual Amount,DEV5736,CP10725,Escalated
FRD01288,TX322410,CUST20696,2026-07-05 17:00:00,Card,7316.63,India,Travel,65,High,Unusual Amount,DEV3204,CP14064,False Positive
FRD01289,TX322438,CUST20397,2026-06-11 02:55:00,ACH,33102.21,Nigeria,Travel,65,High,Unusual Amount,DEV3551,CP11024,False Positive
FRD01290,TX322455,CUST20441,2026-02-10 00:09:00,P2P,10562.6,Brazil,Services,62,High,Unusual Amount,DEV3478,CP10578,Pending
FRD01291,TX322457,CUST20724,2026-04-05 16:24:00,Card,5527.94,United States,Luxury,70,High,Velocity Spike,DEV1609,CP10330,Escalated
FRD01292,TX322464,CUST20453,2026-08-31 09:44:00,Card,9024.66,Turkey,Electronics,62,High,Unusual Amount,DEV5130,CP14530,Pending
FRD01293,TX322470,CUST20475,2026-08-05 23:48:00,P2P,5352.67,United States,Crypto Exchange,65,High,Geo Anomaly,DEV2724,CP10387,Confirmed Fraud
FRD01294,TX322485,CUST20104,2026-01-14 16:54:00,P2P,4071.93,Turkey,Electronics,94,Critical,Geo Anomaly,DEV1510,CP10590,Escalated
FRD01295,TX322501,CUST20408,2026-02-25 14:04:00,P2P,139148.58,India,Luxury,100,Critical,Unusual Amount,DEV6686,CP15095,Pending
FRD01296,TX322509,CUST20405,2026-04-10 12:30:00,P2P,8013.12,Nigeria,Gaming,77,High,Unusual Amount,DEV2898,CP14484,Pending
FRD01297,TX322512,CUST20166,2026-06-19 10:35:00,ACH,15044.62,India,Grocery,69,High,Unusual Amount,DEV3320,CP14084,Pending
FRD01298,TX322534,CUST20409,2026-09-05 10:49:00,Card,9456.19,United States,Electronics,60,High,Unusual Amount,DEV7428,CP14768,Escalated
FRD01299,TX322570,CUST20080,2026-09-07 04:54:00,ACH,3566.46,United States,Fuel,100,Critical,Rapid Fund Movement,DEV3617,CP11639,False Positive
FRD01300,TX322576,CUST20488,2026-06-23 10:36:00,ACH,8100.6,United States,Luxury,77,High,Unusual Amount,DEV1185,CP13800,Pending
FRD01301,TX322596,CUST20001,2026-06-16 08:42:00,P2P,9694.97,Brazil,Crypto Exchange,63,High,Geo Anomaly,DEV7236,CP15285,Confirmed Fraud
FRD01302,TX322602,CUST20730,2026-07-28 16:58:00,Cash Deposit,10185.06,United Arab Emirates,Services,67,High,Unusual Amount,DEV3860,CP11880,False Positive
FRD01303,TX322603,CUST20615,2026-03-08 19:02:00,Card,35247.65,India,Services,82,Critical,Unusual Amount,DEV3331,CP15152,Pending
FRD01304,TX322608,CUST20318,2026-06-26 21:57:00,P2P,22207.34,United Kingdom,Services,62,High,Unusual Amount,DEV2651,CP10859,Pending
FRD01305,TX322611,CUST20647,2026-01-11 08:42:00,P2P,7776.36,Canada,Retail,78,High,Account Takeover,DEV3243,CP14618,Escalated
FRD01306,TX322618,CUST20549,2026-07-15 08:22:00,ACH,3333.29,United Kingdom,Gaming,68,High,Unusual Amount,DEV6708,CP10450,Confirmed Fraud
FRD01307,TX322635,CUST20502,2026-06-23 05:42:00,Wire,14564.79,Canada,Services,75,High,Unusual Amount,DEV6536,CP14535,Pending
FRD01308,TX322640,CUST20586,2026-04-02 19:41:00,ATM,1553.63,United States,Luxury,72,High,Velocity Spike,DEV3190,CP15684,Escalated
FRD01309,TX322654,CUST20455,2026-09-03 02:06:00,Card,5557.76,United States,Crypto Exchange,83,Critical,Unusual Amount,DEV6725,CP12753,Escalated
FRD01310,TX322666,CUST20627,2026-01-13 20:10:00,P2P,6241.44,Nigeria,Crypto Exchange,67,High,Unusual Amount,DEV3920,CP12249,False Positive
FRD01311,TX322673,CUST20375,2026-08-04 16:55:00,ATM,39068.65,Brazil,Fuel,96,Critical,Unusual Amount,DEV7603,CP12590,Pending
FRD01312,TX322713,CUST20652,2026-05-21 13:21:00,Check,139546.44,United States,Services,100,Critical,Unusual Amount,DEV4080,CP13789,False Positive
FRD01313,TX322724,CUST20663,2026-04-29 19:56:00,Card,27108.49,United Arab Emirates,Luxury,68,High,Unusual Amount,DEV6696,CP10837,Confirmed Fraud
FRD01314,TX322731,CUST20735,2026-09-05 23:29:00,Check,4015.53,Nigeria,Luxury,83,Critical,Geo Anomaly,DEV2604,CP13539,Confirmed Fraud
FRD01315,TX322765,CUST20177,2026-05-02 05:00:00,Card,98731.47,United States,Grocery,100,Critical,Unusual Amount,DEV5346,CP13228,Pending
FRD01316,TX322774,CUST20592,2026-09-05 18:17:00,Card,32714.32,Nigeria,Luxury,100,Critical,Unusual Amount,DEV3733,CP14755,False Positive
FRD01317,TX322783,CUST20283,2026-08-21 21:16:00,Check,4171.52,United States,Retail,67,High,Unusual Amount,DEV3752,CP10033,Pending
FRD01318,TX322797,CUST20520,2026-06-21 04:16:00,P2P,3078.24,Mexico,Luxury,62,High,Geo Anomaly,DEV3565,CP13969,Escalated
FRD01319,TX322815,CUST20646,2026-05-04 13:48:00,P2P,1219.28,United States,Electronics,72,High,Rapid Fund Movement,DEV2449,CP11701,False Positive
FRD01320,TX322847,CUST20066,2026-08-27 05:16:00,ACH,5383.33,United States,Fuel,60,High,Unusual Amount,DEV4755,CP14814,Confirmed Fraud
FRD01321,TX322874,CUST20104,2026-09-04 02:30:00,ACH,3154.2,Turkey,Grocery,61,High,Unusual Amount,DEV7508,CP10170,Confirmed Fraud
FRD01322,TX322875,CUST20207,2026-02-14 09:29:00,Card,10976.4,United States,Grocery,73,High,Velocity Spike,DEV6898,CP15425,Pending
FRD01323,TX322892,CUST20549,2026-04-14 22:36:00,Wire,3722.58,Canada,Gaming,82,Critical,Unusual Amount,DEV2411,CP15573,Pending
FRD01324,TX322894,CUST20663,2026-03-11 16:40:00,Wire,21158.45,United States,Gaming,76,High,Unusual Amount,DEV6699,CP15702,False Positive
FRD01325,TX322923,CUST20725,2026-04-09 22:28:00,Cash Deposit,23036.87,Canada,Crypto Exchange,73,High,Unusual Amount,DEV3338,CP15060,Pending
FRD01326,TX322927,CUST20707,2026-06-01 23:59:00,Card,14166.52,United Kingdom,Crypto Exchange,61,High,Unusual Amount,DEV3568,CP13736,False Positive
FRD01327,TX322936,CUST20284,2026-03-29 14:47:00,P2P,10125.77,Turkey,Retail,71,High,Unusual Amount,DEV1290,CP13338,Pending
FRD01328,TX322972,CUST20066,2026-05-12 21:47:00,Cash Deposit,3457.8,United States,Electronics,65,High,Unusual Amount,DEV6998,CP14350,Pending
FRD01329,TX322986,CUST20517,2026-02-22 22:19:00,Card,19171.26,United States,Services,92,Critical,Unusual Amount,DEV2701,CP12465,False Positive
FRD01330,TX322991,CUST20008,2026-04-17 13:02:00,Wire,9608.6,United States,Electronics,66,High,Unusual Amount,DEV1818,CP12332,False Positive
FRD01331,TX323023,CUST20143,2026-05-16 15:37:00,ATM,2603.49,Nigeria,Electronics,100,Critical,Geo Anomaly,DEV4448,CP14933,Pending
FRD01332,TX323028,CUST20211,2026-04-27 06:31:00,Wire,14543.47,United States,Gaming,100,Critical,Unusual Amount,DEV6372,CP11087,False Positive
FRD01333,TX323033,CUST20174,2026-01-24 01:18:00,ACH,8508.08,United States,Gaming,63,High,Unusual Amount,DEV2714,CP11991,False Positive
FRD01334,TX323044,CUST20242,2026-09-06 00:04:00,ACH,5406.19,United States,Luxury,63,High,Unusual Amount,DEV5031,CP11300,Pending
FRD01335,TX323046,CUST20551,2026-03-16 10:41:00,P2P,298.44,Canada,Luxury,86,Critical,Account Takeover,DEV5334,CP11325,False Positive
FRD01336,TX323058,CUST20308,2026-05-06 21:41:00,P2P,1120.89,Nigeria,Services,75,High,Rapid Fund Movement,DEV6973,CP12081,Escalated
FRD01337,TX323100,CUST20111,2026-01-05 02:37:00,Check,72353.22,Brazil,Retail,100,Critical,Unusual Amount,DEV3536,CP15064,Pending
FRD01338,TX323110,CUST20179,2026-01-28 01:05:00,Wire,10897.77,United States,Travel,65,High,Unusual Amount,DEV1357,CP12471,False Positive
FRD01339,TX323113,CUST20315,2026-04-11 10:23:00,Wire,9916.2,United Arab Emirates,Electronics,74,High,Geo Anomaly,DEV6147,CP12578,Pending
FRD01340,TX323146,CUST20510,2026-01-10 03:48:00,P2P,9256.78,United Kingdom,Gaming,100,Critical,Velocity Spike,DEV2147,CP10664,Escalated
FRD01341,TX323151,CUST20259,2026-05-16 06:46:00,Wire,351.35,Brazil,Crypto Exchange,68,High,Rapid Fund Movement,DEV6946,CP11759,False Positive
FRD01342,TX323157,CUST20632,2026-05-20 04:22:00,P2P,19667.44,Mexico,Electronics,60,High,Unusual Amount,DEV6643,CP15166,Pending
FRD01343,TX323168,CUST20383,2026-02-07 05:45:00,Wire,13092.32,United States,Crypto Exchange,100,Critical,Unusual Amount,DEV7502,CP11988,False Positive
FRD01344,TX323179,CUST20701,2026-01-26 12:46:00,Card,2702.45,United States,Electronics,69,High,Unusual Amount,DEV6149,CP13861,Escalated
FRD01345,TX323188,CUST20410,2026-04-09 02:20:00,Wire,8774.03,United States,Grocery,63,High,Unusual Amount,DEV2566,CP12519,False Positive
FRD01346,TX323204,CUST20005,2026-03-20 03:51:00,Card,3903.67,Canada,Services,81,Critical,Repeated Counterparty,DEV5889,CP99999,Pending
FRD01347,TX323219,CUST20174,2026-07-04 09:04:00,Wire,2912.59,United States,Crypto Exchange,65,High,Unusual Amount,DEV2528,CP15686,Pending
FRD01348,TX323223,CUST20181,2026-07-06 03:48:00,ACH,25011.86,United States,Crypto Exchange,61,High,Unusual Amount,DEV2628,CP15839,Pending
FRD01349,TX323236,CUST20581,2026-08-19 11:58:00,Card,10027.16,Brazil,Gaming,75,High,Unusual Amount,DEV7821,CP12736,False Positive
FRD01350,TX323249,CUST20267,2026-02-16 16:53:00,P2P,1338.87,United States,Gaming,72,High,Rapid Fund Movement,DEV4250,CP15532,False Positive
FRD01351,TX323267,CUST20202,2026-01-04 06:55:00,P2P,18814.62,United States,Fuel,100,Critical,Unusual Amount,DEV3720,CP11672,Confirmed Fraud
FRD01352,TX323299,CUST20385,2026-01-21 11:11:00,ACH,19655.19,United States,Retail,84,Critical,Repeated Counterparty,DEV7498,CP99999,False Positive
FRD01353,TX323301,CUST20023,2026-04-11 13:22:00,ACH,6638.67,Mexico,Grocery,64,High,Unusual Amount,DEV1339,CP12104,Confirmed Fraud
FRD01354,TX323346,CUST20279,2026-04-30 16:56:00,Card,1037.81,United Arab Emirates,Services,63,High,Geo Anomaly,DEV1223,CP13698,Pending
FRD01355,TX323349,CUST20083,2026-06-10 08:47:00,ATM,7641.53,Mexico,Crypto Exchange,70,High,Unusual Amount,DEV1701,CP12608,False Positive
FRD01356,TX323355,CUST20469,2026-03-30 17:33:00,ATM,566.92,United States,Gaming,67,High,Repeated Counterparty,DEV7203,CP99999,False Positive
FRD01357,TX323365,CUST20242,2026-03-14 13:01:00,P2P,11000.79,Brazil,Services,76,High,Unusual Amount,DEV1207,CP13059,False Positive
FRD01358,TX323375,CUST20078,2026-06-24 07:39:00,P2P,14614.85,United States,Luxury,65,High,Unusual Amount,DEV1069,CP15571,False Positive
FRD01359,TX323392,CUST20705,2026-07-16 12:34:00,Wire,4140.31,United States,Crypto Exchange,62,High,Unusual Amount,DEV1822,CP15693,False Positive
FRD01360,TX323404,CUST20250,2026-05-09 18:56:00,P2P,12002.93,United States,Grocery,63,High,Unusual Amount,DEV3388,CP14324,Escalated
FRD01361,TX323434,CUST20198,2026-05-08 00:07:00,Card,63203.6,United States,Crypto Exchange,100,Critical,Account Takeover,DEV7039,CP15454,False Positive
FRD01362,TX323473,CUST20305,2026-02-11 08:36:00,Wire,2365.28,Turkey,Travel,72,High,Rapid Fund Movement,DEV5438,CP14973,Pending
FRD01363,TX323474,CUST20385,2026-07-23 15:34:00,ACH,1977.99,United States,Luxury,61,High,Unusual Amount,DEV6274,CP13924,False Positive
FRD01364,TX323489,CUST20654,2026-08-18 02:06:00,P2P,10505.83,Nigeria,Services,76,High,Unusual Amount,DEV4962,CP12239,Pending
FRD01365,TX323496,CUST20383,2026-07-15 09:22:00,Card,6336.68,Mexico,Gaming,63,High,Unusual Amount,DEV5255,CP11757,Escalated
FRD01366,TX323497,CUST20611,2026-05-10 05:08:00,Wire,8426.68,Brazil,Services,73,High,Unusual Amount,DEV2840,CP13924,False Positive
FRD01367,TX323500,CUST20326,2026-07-29 18:56:00,Card,12340.51,United States,Electronics,61,High,Unusual Amount,DEV6659,CP11963,Escalated
FRD01368,TX323505,CUST20691,2026-08-19 12:03:00,P2P,21691.53,United States,Grocery,66,High,Unusual Amount,DEV7978,CP15780,Pending
FRD01369,TX323509,CUST20159,2026-01-14 00:04:00,Wire,7161.2,United States,Gaming,66,High,Unusual Amount,DEV1416,CP13842,Pending
FRD01370,TX323515,CUST20175,2026-05-11 11:09:00,Cash Deposit,47136.47,United States,Crypto Exchange,86,Critical,Unusual Amount,DEV1696,CP14751,False Positive
FRD01371,TX323537,CUST20556,2026-01-21 04:25:00,Wire,3225.56,United States,Luxury,62,High,Unusual Amount,DEV5330,CP15684,False Positive
FRD01372,TX323612,CUST20213,2026-06-20 19:28:00,P2P,12919.8,United Arab Emirates,Grocery,72,High,Unusual Amount,DEV3788,CP15030,Pending
FRD01373,TX323613,CUST20526,2026-05-28 18:00:00,P2P,13045.29,Mexico,Grocery,87,Critical,Unusual Amount,DEV2571,CP11031,Pending
FRD01374,TX323627,CUST20166,2026-05-04 06:38:00,Cash Deposit,17511.06,United Kingdom,Gaming,100,Critical,Unusual Amount,DEV6213,CP11249,Escalated
FRD01375,TX323631,CUST20177,2026-04-02 07:50:00,Check,24743.47,United States,Grocery,100,Critical,Unusual Amount,DEV1345,CP10789,False Positive
FRD01376,TX323648,CUST20349,2026-02-13 07:30:00,P2P,9722.46,United States,Travel,70,High,Unusual Amount,DEV6690,CP15465,Pending
FRD01377,TX323651,CUST20371,2026-02-15 22:17:00,Check,11693.78,Nigeria,Travel,68,High,Unusual Amount,DEV1033,CP14612,Pending
FRD01378,TX323670,CUST20151,2026-06-17 07:46:00,P2P,442.46,Canada,Services,71,High,Rapid Fund Movement,DEV7874,CP14345,False Positive
FRD01379,TX323672,CUST20148,2026-02-08 23:54:00,P2P,18753.76,United States,Retail,75,High,Unusual Amount,DEV6169,CP11050,Escalated
FRD01380,TX323701,CUST20711,2026-01-27 16:23:00,Check,19775.65,United States,Gaming,70,High,Unusual Amount,DEV7867,CP15575,False Positive
FRD01381,TX323731,CUST20701,2026-02-03 03:30:00,ACH,1825.62,United Kingdom,Travel,70,High,Unusual Amount,DEV7712,CP10001,False Positive
FRD01382,TX323734,CUST20736,2026-03-16 19:23:00,P2P,470.75,Turkey,Luxury,88,Critical,Account Takeover,DEV2459,CP14105,False Positive
FRD01383,TX323771,CUST20436,2026-02-25 18:00:00,Card,2789.78,Turkey,Luxury,83,Critical,Geo Anomaly,DEV6247,CP13536,Pending
FRD01384,TX323782,CUST20595,2026-03-19 14:21:00,Check,4496.81,United States,Crypto Exchange,68,High,Unusual Amount,DEV6044,CP13568,Pending
FRD01385,TX323803,CUST20186,2026-03-24 15:14:00,Card,12362.98,Nigeria,Travel,60,High,Unusual Amount,DEV5725,CP15046,Escalated
FRD01386,TX323820,CUST20654,2026-06-28 19:38:00,ACH,1396.55,India,Fuel,71,High,Unusual Amount,DEV3349,CP13460,Pending
FRD01387,TX323834,CUST20264,2026-02-19 07:15:00,ACH,8522.96,India,Retail,67,High,Unusual Amount,DEV6603,CP14522,False Positive
FRD01388,TX323839,CUST20554,2026-08-15 17:07:00,Wire,1888.49,India,Travel,61,High,Rapid Fund Movement,DEV6415,CP13720,Confirmed Fraud
FRD01389,TX323867,CUST20143,2026-01-12 20:28:00,Cash Deposit,2285.49,India,Fuel,65,High,Unusual Amount,DEV1781,CP14708,Escalated
FRD01390,TX323883,CUST20305,2026-04-15 07:49:00,Card,15031.92,Turkey,Gaming,66,High,Unusual Amount,DEV5000,CP14590,Pending
FRD01391,TX323891,CUST20440,2026-08-29 08:54:00,ACH,9165.32,United States,Luxury,67,High,Unusual Amount,DEV6825,CP14470,False Positive
FRD01392,TX323903,CUST20638,2026-03-07 13:09:00,Card,59504.57,United Arab Emirates,Crypto Exchange,75,High,Unusual Amount,DEV6928,CP15632,Confirmed Fraud
FRD01393,TX323904,CUST20061,2026-03-24 19:34:00,Card,3165.17,United States,Gaming,63,High,Unusual Amount,DEV2482,CP10575,Pending
FRD01394,TX323968,CUST20634,2026-01-21 18:01:00,P2P,471.18,United Arab Emirates,Travel,66,High,Account Takeover,DEV6498,CP11568,Pending
FRD01395,TX323972,CUST20079,2026-08-20 23:23:00,ACH,1870.54,Turkey,Crypto Exchange,64,High,Rapid Fund Movement,DEV4278,CP12991,Escalated
FRD01396,TX323975,CUST20278,2026-01-27 02:06:00,ACH,1361.64,United Arab Emirates,Travel,62,High,Geo Anomaly,DEV3096,CP11356,False Positive
FRD01397,TX323998,CUST20385,2026-07-22 11:34:00,Card,1978.01,United States,Luxury,71,High,Unusual Amount,DEV4685,CP15943,Pending
FRD01398,TX324023,CUST20343,2026-06-20 22:58:00,P2P,5818.17,United States,Retail,63,High,Unusual Amount,DEV2892,CP13695,False Positive
FRD01399,TX324060,CUST20646,2026-08-20 13:45:00,Wire,60838.21,United States,Luxury,100,Critical,Unusual Amount,DEV2346,CP10796,Escalated
FRD01400,TX324072,CUST20569,2026-07-29 22:41:00,Wire,11266.25,United States,Fuel,66,High,Unusual Amount,DEV6404,CP12745,Escalated
FRD01401,TX324077,CUST20026,2026-08-07 05:24:00,Card,995.84,Turkey,Crypto Exchange,71,High,Velocity Spike,DEV5975,CP14995,Confirmed Fraud
FRD01402,TX324111,CUST20372,2026-02-16 23:24:00,Cash Deposit,15474.05,United States,Gaming,100,Critical,Unusual Amount,DEV7954,CP10336,Pending
FRD01403,TX324125,CUST20708,2026-01-11 13:28:00,ACH,23085.47,United States,Services,89,Critical,Unusual Amount,DEV6498,CP14629,Escalated
FRD01404,TX324129,CUST20456,2026-07-09 12:47:00,P2P,4003.39,Nigeria,Electronics,69,High,Unusual Amount,DEV5162,CP11020,False Positive
FRD01405,TX324171,CUST20143,2026-01-27 11:12:00,ACH,4452.15,United States,Grocery,60,High,Unusual Amount,DEV6024,CP15770,Pending
FRD01406,TX324182,CUST20181,2026-03-11 20:09:00,Card,7114.41,India,Luxury,60,High,Unusual Amount,DEV6585,CP11007,False Positive
FRD01407,TX324183,CUST20134,2026-06-17 19:36:00,Wire,8845.55,United States,Luxury,95,Critical,Rapid Fund Movement,DEV2482,CP13281,False Positive
FRD01408,TX324191,CUST20676,2026-03-09 08:23:00,Wire,2539.41,United Kingdom,Luxury,77,High,Velocity Spike,DEV6474,CP13336,Pending
FRD01409,TX324212,CUST20223,2026-08-02 15:30:00,Wire,1796.3,Nigeria,Crypto Exchange,72,High,Geo Anomaly,DEV6160,CP15692,Escalated
FRD01410,TX324217,CUST20701,2026-06-19 11:51:00,Wire,2695.92,Mexico,Grocery,74,High,Unusual Amount,DEV1995,CP14242,Pending
FRD01411,TX324242,CUST20170,2026-03-06 15:38:00,Wire,10424.55,Canada,Retail,69,High,Unusual Amount,DEV6932,CP13514,Confirmed Fraud
FRD01412,TX324280,CUST20224,2026-07-31 20:17:00,ACH,1614.57,United Arab Emirates,Travel,70,High,Rapid Fund Movement,DEV7035,CP12738,False Positive
FRD01413,TX324281,CUST20136,2026-08-23 19:46:00,ACH,3197.13,Nigeria,Luxury,72,High,Unusual Amount,DEV5695,CP11702,Confirmed Fraud
FRD01414,TX324298,CUST20101,2026-07-20 03:17:00,Wire,9588.12,Canada,Retail,63,High,Unusual Amount,DEV5917,CP13533,False Positive
FRD01415,TX324318,CUST20638,2026-06-19 03:16:00,P2P,2207.88,United Kingdom,Services,66,High,Rapid Fund Movement,DEV3106,CP11492,False Positive
FRD01416,TX324320,CUST20734,2026-05-25 19:20:00,Card,15495.33,United States,Travel,63,High,Unusual Amount,DEV6268,CP12594,False Positive
FRD01417,TX324332,CUST20475,2026-04-10 18:44:00,ACH,16007.0,United Arab Emirates,Luxury,100,Critical,Unusual Amount,DEV2715,CP15032,Escalated
FRD01418,TX324380,CUST20066,2026-04-08 00:42:00,Wire,8048.9,United States,Fuel,64,High,Unusual Amount,DEV5797,CP13852,False Positive
FRD01419,TX324382,CUST20734,2026-05-07 17:08:00,Cash Deposit,10204.19,United States,Fuel,74,High,Velocity Spike,DEV4642,CP14051,Escalated
FRD01420,TX324426,CUST20576,2026-06-21 00:32:00,Check,16506.62,Mexico,Electronics,69,High,Unusual Amount,DEV3182,CP12199,False Positive
FRD01421,TX324429,CUST20413,2026-05-31 02:35:00,Wire,1983.96,United Kingdom,Services,65,High,Rapid Fund Movement,DEV1672,CP10554,False Positive
FRD01422,TX324447,CUST20399,2026-04-05 17:19:00,P2P,1675.84,Mexico,Travel,62,High,Rapid Fund Movement,DEV6600,CP11870,Pending
FRD01423,TX324453,CUST20621,2026-04-29 01:54:00,Card,497.99,Canada,Fuel,65,High,Velocity Spike,DEV7886,CP14213,Escalated
FRD01424,TX324454,CUST20527,2026-08-18 11:24:00,ACH,7895.21,Turkey,Fuel,66,High,Unusual Amount,DEV2779,CP15352,False Positive
FRD01425,TX324457,CUST20617,2026-03-18 13:18:00,ACH,22320.95,Mexico,Travel,100,Critical,Unusual Amount,DEV2252,CP14928,False Positive
FRD01426,TX324471,CUST20687,2026-07-19 12:00:00,P2P,20844.91,United Kingdom,Gaming,100,Critical,Unusual Amount,DEV4923,CP10611,False Positive
FRD01427,TX324555,CUST20403,2026-07-13 18:15:00,Card,21903.94,United States,Gaming,100,Critical,Account Takeover,DEV7299,CP11997,Pending
FRD01428,TX324646,CUST20250,2026-04-04 19:57:00,Cash Deposit,5485.36,United States,Crypto Exchange,67,High,Velocity Spike,DEV2368,CP13319,False Positive
FRD01429,TX324658,CUST20326,2026-02-05 17:14:00,Card,5697.56,United States,Luxury,69,High,Unusual Amount,DEV5237,CP10855,Escalated
FRD01430,TX324693,CUST20549,2026-02-03 04:17:00,ACH,4514.7,United Kingdom,Fuel,60,High,Unusual Amount,DEV4448,CP12586,Pending
FRD01431,TX324724,CUST20559,2026-06-20 08:47:00,Cash Deposit,7279.05,United States,Retail,71,High,Unusual Amount,DEV6089,CP14990,Pending
FRD01432,TX324725,CUST20296,2026-08-17 11:39:00,Card,13791.58,United States,Gaming,68,High,Unusual Amount,DEV1859,CP15706,Pending
FRD01433,TX324733,CUST20353,2026-04-30 18:24:00,Card,3460.79,India,Fuel,90,Critical,Account Takeover,DEV5058,CP11675,Confirmed Fraud
FRD01434,TX324749,CUST20602,2026-04-13 18:42:00,Card,21643.49,United States,Gaming,87,Critical,Unusual Amount,DEV7866,CP11045,Confirmed Fraud
